Gene	GSM3288223_Sample_01-H_dLCC	GSM3288226_Sample_02-H_dRoDeAA	GSM3288228_Sample_03-H_dZC	GSM3288231_Sample_04-H_dTG	GSM3288234_Sample_05-H_dPF	GSM3288237_Sample_06-H_dGiAg	GSM3288240_Sample_07-H_dLePe	GSM3288243_Sample_08-H_dNB	GSM3288245_Sample_09-H_tripletC	GSM3288248_Sample_10-H_tripletH	GSM3288251_Sample_11-H_tripletQ	GSM3288254_Sample_12-H_tripletW	GSM3288257_Sample_13-H_tripletS	GSM3288260_Sample_14-H_tripletA	GSM3288263_Sample_15-H_tripletG	GSM3288266_Sample_16-H_tripletJ	GSM3288273_Sample_18-H_tripletT
A1BG	837	90	54	163	698	191	501	471	14	5	13	4	21	32	4	9	4
A1BG-AS1	25	6	3	14	20	4	1	1	0	1	0	1	2	1	2	2	2
A1CF	1	1	0	0	0	0	0	0	0	1	0	1	0	1	3	0	2
A2M	19	38	27	20	213	22	18	15	15	13	5	39	60	82	20	12	9
A2M-AS1	2	2	1	2	5	0	2	1	0	0	0	1	0	0	0	2	1
A2ML1	10	16	13	12	3	5	1	5	12	12	21	47	15	8	5	11	7
A2MP1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
A3GALT2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A4GALT	389	1877	1108	750	81	1549	141	397	2272	7261	6709	4578	4181	8728	1588	7353	11635
A4GNT	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAAS	1215	1628	1582	726	896	935	454	687	479	1492	1494	1996	1271	1769	1270	1723	3123
AACS	905	1221	999	578	287	446	218	272	26	171	151	348	139	221	323	324	555
AACSP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AADAC	4	2	12	14	0	0	0	0	0	0	0	0	2	1	0	3	3
AADACL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2-AS1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAT	0	8	10	1	0	0	0	1	0	0	0	0	2	0	0	0	4
AAED1	113	150	140	134	67	43	23	36	0	16	25	15	14	27	6	30	64
AAGAB	633	1193	1108	516	457	554	181	360	551	918	1231	998	1259	1303	723	1916	1768
AAK1	732	445	395	405	455	360	217	192	199	412	381	752	524	560	860	507	761
AAMDC	651	579	305	206	472	398	219	493	979	722	891	541	965	1214	441	1360	777
AAMP	1587	1786	2211	1241	1183	1229	599	939	309	1384	1386	1938	1434	1822	1650	2213	3026
AANAT	3	1	0	1	6	3	2	4	0	0	2	0	0	0	0	1	1
AAR2	684	917	882	465	431	460	222	310	151	450	574	630	518	640	381	862	1047
AARD	4	3	1	2	1	0	0	2	6	2	4	1	4	5	1	3	2
AARS	7089	8944	5497	3974	4538	4519	2070	3055	5468	15159	11450	27757	10067	12721	16926	15365	21153
AARS2	301	470	503	230	345	282	149	205	282	429	541	441	533	596	302	576	906
AARSD1	17	28	24	7	5	11	1	1	0	12	14	13	15	17	7	13	36
AASDH	92	233	141	68	61	65	19	28	34	194	205	396	181	173	159	357	389
AASDHPPT	129	423	521	164	52	80	23	55	147	288	492	433	390	397	276	812	784
AASS	50	152	138	35	27	56	20	36	49	165	192	443	96	132	129	214	360
AATBC	6	0	2	1	13	4	2	1	1	0	4	0	2	9	0	4	7
AATF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AATK	46	11	15	40	172	24	40	15	0	0	1	10	1	13	5	5	3
AATK-AS1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
ABALON	7	12	17	8	3	4	0	2	2	11	7	192	8	21	74	13	52
ABAT	9	40	41	17	15	9	6	5	4	28	11	73	20	20	29	24	71
ABCA1	121	27	197	128	85	32	15	27	6	14	12	24	12	51	11	10	17
ABCA10	1	0	3	0	1	0	0	1	0	1	4	2	3	0	3	4	6
ABCA11P	22	58	48	13	17	18	9	13	13	45	57	76	39	42	28	51	66
ABCA12	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	0	0
ABCA13	7	9	8	20	8	3	7	5	10	16	14	7	24	14	13	17	10
ABCA17P	1	4	1	0	0	2	0	1	0	3	0	0	1	2	1	0	0
ABCA2	818	126	148	343	464	169	351	86	11	11	30	24	55	73	11	30	69
ABCA3	319	50	47	88	128	70	96	55	2	4	4	3	2	9	1	9	13
ABCA4	14	8	6	7	5	1	0	11	3	11	7	15	4	6	16	7	7
ABCA5	95	170	85	62	110	64	24	29	25	117	148	92	66	133	74	136	141
ABCA6	0	4	0	1	0	0	0	0	0	0	1	2	0	0	0	1	1
ABCA7	4040	1532	947	2175	4559	2697	2762	3501	10538	5016	5977	5500	7089	10454	2912	5832	5247
ABCA8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ABCA9	4	4	5	4	9	2	4	3	1	7	4	13	3	11	7	9	5
ABCA9-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	3	3	1	0	5	2	1	0	0	0	0	0	0	0	1	1
ABCB10	68	866	1271	222	63	148	17	89	1295	5901	5357	12460	2522	4641	5826	8665	8276
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	4	35	4	16	4	37	1	4	3	77	215	84	113	191	14	307	109
ABCB5	14	12	16	12	6	7	5	14	19	39	22	163	20	32	98	43	56
ABCB6	1252	1158	1351	926	357	1241	361	1346	5454	6197	5992	11000	7022	8527	7303	8017	7128
ABCB7	445	875	589	331	264	328	135	181	244	800	804	1561	676	805	824	1213	1259
ABCB8	1258	1062	1336	712	919	1259	602	1035	1526	1493	1944	1276	2247	2189	1096	2072	2691
ABCB9	279	143	176	196	70	229	89	162	123	123	145	191	171	367	63	157	211
ABCC1	131	99	81	92	82	87	56	48	9	27	38	20	85	49	23	72	78
ABCC10	347	265	276	198	126	154	109	68	13	110	128	130	90	159	100	137	352
ABCC11	0	2	0	0	0	1	0	0	0	2	0	1	1	0	0	0	1
ABCC12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ABCC13	4	0	45	1	5	0	0	9	36	33	412	398	222	103	503	279	116
ABCC2	14	5	2	6	3	4	9	1	2	0	0	5	1	0	0	7	8
ABCC3	217	173	24	107	594	52	128	161	10	10	9	28	27	54	14	3	17
ABCC4	637	1396	925	836	37	418	79	149	180	936	874	4453	670	728	2821	1897	2883
ABCC5	973	1358	833	653	690	875	318	592	1526	2854	2978	3189	3142	3984	2271	4438	4701
ABCC5-AS1	0	0	2	1	0	2	0	0	1	1	5	2	0	6	3	3	1
ABCC6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ABCC6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	6	4	1	1	4	5	4	3	15	11	22	10	29	21	4	30	19
ABCD1	449	112	130	252	950	170	294	253	23	35	26	45	52	101	24	29	57
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ABCD3	69	320	408	112	102	60	20	39	57	266	313	377	202	291	235	565	699
ABCD4	744	497	337	390	514	319	280	217	96	223	279	332	296	334	234	387	463
ABCE1	144	987	1283	314	115	201	49	88	154	662	963	783	745	808	516	1380	2036
ABCF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCF2	854	1581	1767	765	726	769	394	602	477	977	1222	984	1349	1418	737	1561	2506
ABCF3	1215	883	762	680	909	598	461	499	258	470	597	480	665	711	381	676	920
ABCG1	39	14	9	52	40	10	7	13	2	8	3	16	14	24	7	2	5
ABCG2	12	106	107	22	4	28	2	8	96	429	418	1307	356	461	916	662	734
ABCG4	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
ABCG5	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	1
ABCG8	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ABHD1	10	4	2	7	8	1	6	4	1	3	1	1	2	3	1	9	5
ABHD10	482	808	520	286	326	303	176	233	337	583	777	465	747	788	331	971	870
ABHD11	452	428	453	248	262	349	136	224	123	273	354	191	292	407	165	410	451
ABHD11-AS1	84	18	10	33	4	14	3	6	2	3	5	1	12	1	0	2	3
ABHD12	3177	870	1098	1413	5903	1250	1495	2040	733	1399	1275	1060	1498	1954	745	1518	1452
ABHD12B	1	5	2	2	1	0	0	0	0	0	0	1	0	0	0	0	1
ABHD13	62	133	175	90	47	48	21	38	35	167	239	285	124	197	184	343	470
ABHD14A	549	320	219	226	239	247	164	184	36	55	82	31	111	103	30	111	163
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	2474	2356	1556	971	1497	1363	1142	1315	1101	781	1279	646	1554	1547	439	1749	1921
ABHD15	181	171	118	103	116	55	39	37	9	21	29	36	40	43	30	49	58
ABHD16A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD16B	209	118	165	182	445	187	143	161	43	94	92	92	131	168	70	97	208
ABHD17A	1117	433	767	728	1236	788	651	891	437	596	640	574	770	859	445	820	909
ABHD17B	88	204	182	93	60	43	22	41	21	86	88	146	74	76	101	135	187
ABHD17C	42	75	64	38	325	31	70	41	1	8	14	2	10	10	0	23	9
ABHD2	379	1208	946	560	357	431	134	240	310	891	1147	1768	1000	1067	862	1433	2151
ABHD3	26	77	61	26	16	16	7	5	5	97	86	140	37	95	155	120	167
ABHD4	1198	935	800	834	276	270	184	240	75	386	233	1428	480	411	1396	586	830
ABHD5	640	995	1009	772	465	415	155	323	848	2941	2200	6878	2617	2307	8200	3885	4515
ABHD6	245	138	95	185	112	91	44	54	9	5	8	7	9	9	12	12	33
ABHD8	993	303	376	401	1323	406	569	572	78	181	196	221	170	345	167	392	460
ABI1	275	780	582	415	314	193	69	91	105	460	441	1068	388	449	669	828	934
ABI2	370	620	685	306	137	283	103	202	257	760	580	1090	492	614	627	1051	1163
ABI3	189	43	32	96	1012	106	228	261	9	33	17	64	61	143	31	24	21
ABI3BP	3	8	7	5	1	1	3	5	0	2	2	3	6	2	0	5	4
ABL1	310	790	966	402	174	277	66	198	85	403	397	919	320	443	364	585	1280
ABL2	309	180	236	197	213	135	76	93	40	41	64	43	111	86	60	109	116
ABLIM1	318	279	310	428	24	124	166	176	28	44	126	215	120	132	129	82	289
ABLIM2	7	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0
ABLIM3	83	42	66	72	110	42	33	47	0	1	7	7	20	16	5	3	21
ABO	25	50	35	16	3	9	13	7	4	6	2	1	2	4	3	2	17
ABR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRA	0	0	0	0	0	0	0	0	0	1	3	3	0	5	1	4	7
ABRACL	521	989	998	558	363	298	152	136	55	95	231	147	194	218	60	220	430
ABT1	499	698	895	401	218	271	95	126	151	528	513	731	521	643	474	924	1072
ABTB1	2633	456	525	864	3196	1084	1347	1642	1288	1124	700	2205	1543	1757	1963	1487	1129
ABTB2	18	14	40	11	9	28	6	19	6	4	8	9	15	8	18	3	9
ACAA1	2313	1536	1098	1124	1699	1011	859	707	262	481	845	427	999	1036	361	1155	1034
ACAA2	888	1674	1234	770	584	635	232	337	311	631	1517	714	1781	2056	1025	2669	2581
ACACA	4	4	8	2	2	2	2	2	3	3	2	1	5	4	1	4	5
ACACB	140	180	49	66	196	118	94	71	1	40	37	19	37	33	33	70	90
ACAD10	543	452	368	294	492	361	250	174	133	259	335	360	309	396	280	425	553
ACAD11	0	1	1	1	3	1	0	2	0	0	0	2	0	0	2	0	3
ACAD8	211	402	346	222	110	115	56	41	50	199	203	281	149	225	184	336	406
ACAD9	810	998	1151	504	800	582	323	446	511	976	990	1148	1068	1247	933	1401	1943
ACADL	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ACADM	44	415	441	104	10	26	9	10	54	509	582	849	197	333	525	589	1262
ACADS	1674	1269	677	787	1813	1545	859	1570	1928	1471	1956	1763	1998	4839	1046	2420	2281
ACADSB	131	305	180	88	76	64	18	43	53	151	220	268	148	176	144	344	401
ACADVL	16361	6788	6189	8384	12657	9851	8113	7461	5281	8451	12747	8214	11036	16844	7683	12616	18782
ACAN	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ACAP1	4550	1998	1562	1859	4574	2173	2981	3030	821	724	1060	514	1053	1363	357	1441	1004
ACAP2	132	350	565	237	90	57	39	49	98	378	415	1422	198	391	999	647	894
ACAP3	1971	534	618	900	2758	1145	1384	1047	800	749	1050	837	1186	2045	522	975	1414
ACAT1	969	3757	2177	962	390	1059	234	646	1078	2511	4001	2740	3598	3333	2370	5396	5453
ACAT2	997	2201	1852	666	540	592	312	529	301	723	937	1049	831	723	485	1217	1513
ACBD3	245	190	361	244	124	66	39	55	75	150	208	276	171	209	190	309	353
ACBD4	575	310	242	226	502	269	317	207	82	192	168	231	174	299	175	255	370
ACBD5	69	139	126	85	51	37	19	20	39	120	172	176	114	124	106	220	256
ACBD6	1223	1530	1119	677	601	918	393	534	362	526	1033	473	994	1022	336	1334	1412
ACBD7	14	67	47	18	10	28	11	10	48	31	45	64	42	62	27	56	66
ACCS	1917	832	116	239	698	430	491	254	81	49	317	29	136	457	126	146	373
ACCSL	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ACD	854	695	815	473	793	840	491	577	604	826	806	526	931	1294	499	1421	1763
ACE	470	74	113	443	521	131	237	93	1	12	0	2	15	18	7	2	21
ACE2	0	6	1	0	0	1	0	2	0	3	3	1	2	4	3	6	12
ACER1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	0	6	2	2	5	0	0	2	1	7	11	19	8	12	11	16	19
ACER3	423	282	267	245	435	148	71	184	118	277	492	444	404	512	255	592	542
ACHE	140	327	392	335	68	467	56	322	996	3737	2753	6011	1983	3028	4456	2593	5094
ACIN1	3344	2748	3144	2285	2599	1861	1045	1475	1376	2582	3009	4028	3210	3857	2971	3825	5206
ACKR1	205	432	759	246	70	407	78	989	2815	3606	3277	3475	4947	4646	2560	4984	2852
ACKR2	22	46	20	17	6	12	4	13	8	16	14	13	29	21	15	28	32
ACKR3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ACKR4	0	0	0	1	0	0	0	0	1	1	0	2	0	0	1	0	0
ACLY	1505	2829	2950	1216	743	859	431	697	419	1085	1345	1678	1025	1283	925	1866	2806
ACMSD	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0
ACO1	487	760	810	364	261	206	91	161	135	293	433	382	306	464	234	597	821
ACO2	343	873	1147	486	157	272	64	89	48	422	350	1447	223	510	910	479	1654
ACOT1	10	74	26	6	9	4	3	1	0	3	3	8	5	4	7	5	22
ACOT11	70	30	46	42	145	14	49	34	5	11	1	7	2	9	5	2	4
ACOT12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ACOT13	624	1099	889	398	279	280	115	222	137	408	720	474	493	779	387	1133	1188
ACOT2	75	302	177	97	29	59	23	22	19	21	46	50	30	49	59	70	135
ACOT4	31	216	34	34	20	16	28	5	3	6	17	7	20	16	8	15	50
ACOT6	0	4	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0
ACOT7	1003	1247	1781	592	288	655	145	330	315	985	1089	652	980	1405	580	1697	2175
ACOT8	759	727	578	437	504	410	299	463	537	620	786	782	1021	996	593	1328	1105
ACOT9	674	622	583	406	398	326	177	230	105	120	225	110	300	242	88	547	590
ACOX1	1507	855	631	898	531	578	256	337	263	444	585	743	685	621	511	784	957
ACOX2	0	3	6	4	0	2	0	0	0	1	1	4	1	5	1	0	11
ACOX3	294	245	232	129	264	192	127	117	128	152	183	235	322	297	105	369	324
ACOXL	0	0	4	2	0	4	0	4	0	1	2	5	0	1	4	0	2
ACP1	787	1850	1756	698	506	538	304	594	1237	2943	3378	5091	2952	3325	3083	4299	3976
ACP2	903	497	480	661	1200	513	355	385	324	488	681	644	581	935	424	723	865
ACP5	5804	568	247	2907	9902	968	4020	4417	307	416	183	771	1611	1920	599	383	347
ACP6	74	136	80	56	76	47	79	25	9	4	17	12	31	29	3	31	37
ACPP	23	21	17	23	36	5	7	8	1	4	3	7	12	8	10	5	2
ACPT	2	1	5	0	6	10	2	10	7	9	7	5	4	16	3	10	7
ACR	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRBP	100	108	67	41	39	73	76	58	6	9	12	32	19	16	19	31	29
ACRC	68	34	15	32	45	19	24	25	12	30	21	79	53	56	78	53	35
ACRV1	7	5	3	4	1	1	2	4	6	5	11	8	8	4	2	9	8
ACSBG1	38	602	109	77	15	102	19	56	30	91	108	127	142	141	77	141	151
ACSBG2	5	0	1	3	0	1	0	0	0	4	1	6	1	1	2	2	3
ACSF2	1467	549	219	367	535	259	518	271	153	144	183	143	209	265	96	242	237
ACSF3	944	569	575	415	1772	590	664	582	643	915	679	928	817	1191	726	824	1105
ACSL1	1198	1347	1105	1533	1727	488	270	325	50	264	276	777	173	321	326	479	895
ACSL3	413	630	717	373	225	146	62	92	26	242	241	535	132	226	232	396	509
ACSL4	638	646	1378	1163	191	224	118	152	118	647	611	729	488	480	490	995	1174
ACSL5	757	1514	929	676	489	531	274	343	474	670	1308	941	1311	1551	642	2093	2629
ACSL6	10	6	34	20	18	7	5	14	72	589	372	3576	387	456	1096	610	833
ACSM1	19	79	21	19	9	43	16	30	12	38	72	38	78	61	58	63	180
ACSM2A	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ACSM3	396	455	216	311	22	119	80	53	5	30	38	110	44	55	57	57	205
ACSM4	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0
ACSM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACSS1	2605	5070	2996	1531	1360	2381	910	1916	2254	2382	4255	3253	4184	5217	1806	5615	5652
ACSS2	2379	2020	1586	1029	1413	1256	1210	1397	579	581	715	946	675	1072	848	1104	1138
ACSS3	1	3	5	3	1	0	0	2	0	0	2	29	0	9	0	0	28
ACTA1	0	4	0	1	6	0	1	1	0	1	4	3	0	6	1	1	5
ACTA2	107	89	60	45	18	32	16	13	15	31	49	44	34	25	45	15	56
ACTA2-AS1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ACTB	42948	60371	74746	44223	48158	32676	16657	24010	22501	43770	53528	48110	62741	65830	38871	71260	74289
ACTBL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTC1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ACTG1	17229	16902	10222	11931	11837	6629	5146	3798	687	2221	2077	2915	3721	3878	2261	3819	6107
ACTG1P17	7	10	8	7	14	7	6	7	18	20	23	14	14	21	7	22	21
ACTG1P20	10	4	4	10	9	7	4	7	15	15	16	8	17	20	11	14	20
ACTG1P4	1	3	1	2	3	2	0	1	0	0	4	8	2	1	1	3	1
ACTG2	5	0	6	5	0	4	0	1	0	0	4	1	2	6	0	11	8
ACTL10	97	17	40	31	68	50	78	77	5	2	2	3	17	3	3	9	8
ACTL6A	128	1281	1124	225	51	117	16	50	105	644	687	1249	361	538	668	976	2097
ACTL6B	2	1	2	3	0	0	0	1	0	0	0	1	0	1	1	0	3
ACTL7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1
ACTL8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	468	1154	848	533	853	255	261	202	23	49	58	114	87	147	51	23	189
ACTN1-AS1	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ACTN2	2	5	1	3	1	0	0	0	2	0	1	4	0	1	3	2	1
ACTN3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
ACTN4	1787	2362	3575	2277	1123	1196	383	361	503	2052	1553	3314	1332	2738	1965	2077	6533
ACTR10	430	990	891	419	223	228	77	125	333	1339	1300	2228	1051	1145	1395	2019	1840
ACTR1A	3832	2269	2427	1995	3178	2139	1615	2269	2517	3707	3820	4619	4236	4972	3167	4930	4712
ACTR1B	775	761	811	619	527	463	258	209	27	301	260	423	198	339	255	422	836
ACTR2	588	1605	2267	1049	471	334	145	201	259	795	1010	1318	727	975	780	1659	2351
ACTR3	986	2474	2522	1133	762	462	299	392	790	2399	2952	4992	1954	2737	3153	4164	4992
ACTR3B	50	70	119	69	52	97	29	61	26	59	63	35	89	65	30	92	145
ACTR3BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3C	3	3	1	1	2	1	1	0	0	0	0	1	0	0	1	0	3
ACTR5	245	294	308	147	166	199	65	119	109	306	376	373	338	394	310	511	578
ACTR6	46	321	295	104	24	42	6	19	43	217	297	357	181	232	232	571	612
ACTR8	677	345	269	272	217	234	153	123	125	117	243	156	226	294	102	338	379
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	20	26	22	13	8	3	2	2	8	31	34	55	29	26	27	32	38
ACVR1	39	81	62	65	30	22	8	17	4	20	28	74	29	25	32	37	90
ACVR1B	377	240	250	251	204	135	79	64	2	16	3	15	9	14	29	26	75
ACVR1C	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ACVR2A	11	12	18	11	16	8	4	5	0	3	2	2	7	3	1	1	8
ACVR2B	81	61	40	33	103	43	23	49	12	57	50	69	43	60	34	55	70
ACVR2B-AS1	3	4	3	3	1	3	1	0	4	2	3	4	5	2	1	7	5
ACVRL1	172	56	44	107	297	44	72	76	7	15	2	17	21	46	9	6	6
ACY1	4	24	42	7	3	0	1	3	0	0	3	6	7	13	6	5	33
ACY3	2	6	4	6	27	0	7	1	0	0	0	0	1	1	0	0	0
ACYP1	188	309	179	143	56	73	32	57	57	348	363	361	215	384	274	583	543
ACYP2	134	107	66	53	46	40	19	29	32	58	53	38	31	61	25	107	72
ADA	1977	486	207	673	3482	355	877	921	350	191	457	266	271	329	139	221	394
ADAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ADAL	95	324	238	94	64	106	20	65	101	384	426	415	343	374	260	614	716
ADAM10	294	664	616	441	333	171	69	88	83	258	336	422	296	350	295	416	574
ADAM11	8	12	2	3	16	3	9	6	2	10	4	24	4	8	14	3	5
ADAM12	4	6	0	2	2	0	1	4	0	0	0	0	0	0	3	2	1
ADAM15	1828	959	1468	926	3470	1663	1537	1496	532	567	706	784	825	1469	549	990	1462
ADAM17	30	98	87	75	31	15	10	12	10	37	35	175	19	33	110	83	138
ADAM18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM19	3	4	0	0	2	0	0	2	0	1	0	3	0	5	1	2	0
ADAM1A	3	42	27	11	9	13	0	1	4	13	17	41	13	12	27	40	66
ADAM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	1	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0
ADAM20P1	3	3	0	2	1	0	0	0	0	0	0	0	2	1	2	6	3
ADAM21	0	1	1	0	0	1	0	0	0	0	2	0	0	1	0	0	11
ADAM21P1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ADAM22	17	43	39	12	15	6	1	8	6	22	25	25	10	18	8	12	38
ADAM23	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM28	101	158	31	72	293	27	79	46	0	6	3	8	2	11	2	6	3
ADAM29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
ADAM32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM33	2	0	2	0	3	3	1	0	0	2	0	4	2	0	3	4	0
ADAM3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7	0	3	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0
ADAM8	1424	930	275	956	779	338	505	282	9	35	40	52	68	105	59	70	228
ADAM9	6	44	48	17	14	1	8	11	4	11	5	66	3	15	27	16	45
ADAMDEC1	154	82	126	196	335	61	38	51	0	5	2	65	7	15	6	6	11
ADAMTS1	5	5	5	0	2	0	2	2	0	0	0	2	0	0	0	0	0
ADAMTS10	88	22	21	22	108	33	89	50	0	5	6	8	2	9	2	2	9
ADAMTS12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS13	84	27	16	21	35	18	33	23	8	9	13	10	11	26	6	20	20
ADAMTS14	187	61	46	77	130	41	81	67	16	67	24	20	92	51	45	34	206
ADAMTS15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS16	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	19	6	5	8	9	4	3	4	5	3	9	2	8	13	3	6	5
ADAMTS18	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ADAMTS19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS19-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS2	253	13	83	155	1166	51	103	166	7	8	2	9	17	8	2	15	3
ADAMTS20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS3	33	144	225	76	0	57	6	9	8	77	75	109	57	40	83	130	160
ADAMTS4	10	4	6	7	5	2	5	5	15	12	12	17	14	18	17	26	23
ADAMTS5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS6	0	8	2	0	0	0	0	1	1	0	0	3	1	5	3	6	2
ADAMTS7	144	33	5	37	3	29	22	7	0	1	3	0	5	5	0	0	11
ADAMTS7P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAMTS8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
ADAMTS9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADAMTS9-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ADAMTSL2	22	7	12	13	18	5	4	14	5	6	16	12	17	23	11	13	15
ADAMTSL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL4	1619	192	201	623	2513	320	686	257	34	30	15	114	53	107	61	21	59
ADAMTSL4-AS1	7	4	3	10	11	3	1	4	5	7	7	10	10	17	11	18	11
