Original_ID	Gene_Symbol	CON02_T1	CON05_T1	CON06_T1	CON07_T1	CON08_T1	CON09_T1	CON10_T1	CON11_T1	CON12_T1	CON13_T1	CON14_T1	CON17_T1	CON18_T1	CON19_T1	CON20_T1	CON21_T1	CON22_T1
ENSG00000223972	DDX11L1	0.02878509442653807	0.02043390580729148	0.06972864136758768	0.1230905437991559	0.35853502095260237	0	0.1928733367899005	0.0662401570334756	0	0.0808730447289572	0.08160425599453727	0.06033282447215159	0.12080310593922608	0.12789482935471863	0.09911738506274	0.08557188491454686	0.462371717574239
ENSG00000227232	WASH7P	3.3966411423314926	4.720232241484333	4.358040085474229	4.41074448613642	3.278034477280936	2.8230578707863865	3.113526722465537	3.080167302056616	0.9853027053363624	4.151482962753136	2.230516330517352	3.29819440447762	3.0804792014502644	2.011436861669666	2.312738984797267	3.1376357802000516	1.541239058580797
ENSG00000278267	MIR6859-1	0.2590658498388427	0.674318891640619	0.29634672581224764	0.3282414501310824	0.23048679918381584	0.3006033843892912	0.22042667061702917	0.46368109923432926	0.03178395823665685	0.2695768157631907	0.5712297919617609	0.3418860053421923	0.36240931781767816	0.3953112907327667	0.5616651820221934	0.2852396163818229	0.11559292939355977
ENSG00000243485	MIR1302-2HG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274890	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237613	FAM138A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268020	OR4G4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240361	OR4G11P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186092	OR4F5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238009	NA	0.4317764163980711	0.18390515226562337	0.08716080170948459	0.06154527189957795	0.10243857741502924	0.2875336720245394	0.16532000296277188	0.46368109923432926	0.12713583294662742	0.6469843578316576	0.4352226986375321	0.02011094149071719	0.0120803105939226	0.4999525147502638	0.29735215518822	0.1711437698290937	0.15412390585807967
ENSG00000239945	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233750	CICP27	0	0	0.01743216034189692	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268903	NA	10.276278710274092	9.460898388775956	12.4465624841144	8.452217340875372	5.1219288707514625	4.927281561511425	6.199500111103945	24.243897474252073	3.845858946635479	14.772809503822849	8.051619924794345	1.64909720223881	1.6308419301795518	8.685221593452257	12.48879051790524	10.411245997936534	7.513540410581384
ENSG00000269981	NA	2.8497243482272694	6.620585481562442	4.044261199320085	4.923621751966236	3.81583700870984	3.3850555024707134	4.601406749130484	11.194586538657378	3.43266748955894	7.602066204521978	9.466093695366324	1.3675440213687693	1.5221191348342484	6.673784731782591	4.790673611365767	2.7668242789036817	4.970495963923069
ENSG00000239906	NA	0	0.5312815509895786	0.34864320683793837	0.3282414501310824	0.2048771548300585	0.09148798655326253	0	0.19872047110042684	0.06356791647331371	0.29653449733950976	0.5712297919617609	0.06033282447215159	0.18120465890883908	0.162775237360551	0.3303912835424667	0	0.11559292939355977
ENSG00000241860	NA	0.17271056655922845	1.5121090297395698	0.48810048957311375	0.6564829002621648	0.35853502095260237	0.5489279193195752	0.936813350122374	0.9604822769853965	0.3178395823665685	0.7008997209842958	1.4688766079016708	0.46255165428649553	0.22952590128452952	1.0812926481808032	0.8920564655646601	0.1711437698290937	0.34677878818067925
ENSG00000222623	RNU6-1100P	0.02878509442653807	0.02043390580729148	0	0	0	0	0.02755333382712864	0	0	0	0	0	0	0.02325360533722157	0	0	0
ENSG00000241599	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279928	DDX11L17	0.02878509442653807	0.04086781161458297	0.08716080170948459	0.18463581569873383	0.1536578661225439	0.07841827418851074	0	0.1324803140669512	0.03178395823665685	0.05391536315263814	0.10880567465938304	0.02011094149071719	0.0120803105939226	0.0813876186802755	0.13215651341698667	0.08557188491454686	0.7320885528258785
ENSG00000279457	WASH9P	1.6695354767392083	2.47250260268227	3.3121104649604147	2.2771750602843843	2.535354791021974	1.738271744511988	2.727780048885736	2.384645653205122	1.462062078886215	2.399233660292397	2.040106399863432	2.2122035639788917	2.0898937327486107	1.2905750962157971	2.27969985644302	2.823872202180046	3.660442764129392
ENSG00000273874	MIR6859-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275135	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228463	NA	0.11514037770615228	0.4086781161458297	0.3137788861541445	0.3692716313974677	0.25609644353757316	0.6534856182375895	0.22042667061702917	0.5299212562678048	0.7310310394431075	0.40436522364478605	0.10880567465938304	0.32177506385147514	0.27784714366021995	0.18602884269777256	0.59470431037644	0.2567156547436406	0.3853097646451992
ENSG00000241670	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236679	RPL23AP24	0	0.04086781161458297	0	0.06154527189957795	0	0	0	0	0	0.05391536315263814	0	0.04022188298143439	0	0.02325360533722157	0	0.11409584655272915	0.03853097646451992
ENSG00000236743	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236601	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237094	NA	0.05757018885307614	0.674318891640619	0.29634672581224764	0.5333923564630089	0.12804822176878658	0.3398125214835465	0.4959600088883157	0.7286417273682317	0.4449754153131959	0.13478840788159535	1.1968624212532133	0.2815531808700407	0.4469714919751364	1.0464122401749707	0.26431302683397334	0.3422875396581874	0.2697168352516394
ENSG00000269732	WBP1LP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278566	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224813	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233653	CICP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250575	NA	0	0.2043390580729149	0.10459296205138152	0.06154527189957795	0.07682893306127195	0.1176274112827661	0.05510666765425729	0.5299212562678048	0.06356791647331371	0.21566145261055256	0.27201418664845756	0	0	0.06976081601166471	0.06607825670849334	0.11409584655272915	0
ENSG00000278757	NA	0.05757018885307614	0	0	0	0	0	0	0.0662401570334756	0	0	0	0.02011094149071719	0.0120803105939226	0.03488040800583236	0	0	0
ENSG00000230021	NA	0.02878509442653807	0	0.05229648102569075	0.0410301812663853	0.10243857741502924	0	0	0	0.03178395823665685	0	0	0.02011094149071719	0.02416062118784521	0	0.16519564177123336	0.08557188491454686	0
ENSG00000235146	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225972	MTND1P23	189.14685547678167	102.82341402229076	139.49214705585914	160.4895540234661	0.9987761297965352	0.5358582069548233	96.90507507001143	235.02007715477143	158.18876014384117	259.73726198783424	124.52809464766388	128.95135683847866	116.78036251144984	0.20928244803499416	283.4426821510822	310.08398696867965	0.6935575763613585
ENSG00000225630	MTND2P28	188.3696579272651	2.3907669794531037	4.288311444106642	3.938897401572989	6.018266423132968	2.4309664998438327	2.0665000370346487	3.709448793874634	13.571750167052476	18.196435064015372	2.366523423841581	11.60401324014382	13.07089606262426	2.569523389762984	5.121064894908233	24.9584664334095	3.891628622916512
ENSG00000276171	NA	0.37420622754499494	0.12260343484374892	0.3137788861541445	0.2051509063319265	24.43160071348448	15.461469727501369	0.3030866720984151	0.33120078516737805	0.25427166589325484	0.5661113131027005	0.16320851198907457	0.18099847341645475	0.26576683306629734	0.13952163202332943	0.26431302683397334	1.1124345038891092	0.15412390585807967
ENSG00000237973	MTCO1P12	479.5596731461243	377.7003149419758	631.6717621489768	632.4186989494299	127.15188421640508	55.297953015264824	359.46079310872034	666.2766195212145	107.17550717400692	182.0991390480353	509.48257159256104	92.02766826152188	85.23867155071791	8.708475198789479	662.5006017593543	178.5885238166593	15.450921562272487
ENSG00000278791	NA	1.2953292491942132	1.6551463703906104	2.283613004788496	3.2003541387780534	0.05121928870751462	0.02613942472950358	1.5705400281463329	5.13361217009436	0.9853027053363624	0.9974342183238056	3.0465588904627245	0.2815531808700407	0.27784714366021995	0.02325360533722157	7.698116906539474	1.5688178901000258	0
ENSG00000229344	MTCO2P12	1.64075038231267	0.5108476451822871	0.9587688188043304	0.7385432627949354	1.2548725733341084	0.8364615913441146	34.66209395452784	57.76141693319073	5.403272900231665	8.222092880777316	45.37196633296272	4.826625957772127	5.1341320024171075	0.3836844880641559	66.37560886368156	11.666300310016556	1.001805388077518
ENSG00000240409	MTATP8P1	0	0	0.03486432068379384	0	0	0.01306971236475179	0	0	41.764121122967104	40.328691638173325	0	0.02011094149071719	0	0.02325360533722157	0	0	0
